ending0106f_in0209live line Text17	No matter what kind of ordeal will be ahead of you, 
ending0106f_in0209live line Text18	you will be helping eachother, and facing together.
ending0106f_in0209live line Text19	This is the Xia Pavilion.
ending0106f_in0209live line2 Text21 (1)	Path of WuXia
ending0106f_in0209live line2 Text21 (2)	Path of WuXia
ending0106f_in0209live line2 Text21 (3)	Path of WuXia
ending0106f_in0209live line2 Text20	And this is what you would defend, no matter the cost,
ending0106f_in0209live line2 Text21	Path of WuXia
ending0106f_in0209live line2 Text21 (4)	Path of WuXia
ending0106f_in0209live line2 Text21 (5)	Path of WuXia
ending0106f_in0209live line2 Text21 (6)	Path of WuXia
ending0106f_in0209live line2 Text21 (7)	Path of WuXia
ending0106f_in0209live line2 Text21 (8)	Path of WuXia
ending0106f_in0209live line2 Text21 (9)	Path of WuXia
ending0106f_in0209live_sub line Text00	Turning the tide
ending0106f_in0209live_sub line Text01	The belief to eliminate the evil, the ideology to save the world,
ending0106f_in0209live_sub line Text02	these are so remote, for most of the martial artist in this Jianghu,
ending0106f_in0209live_sub line Text03	In this Jianghu, what they seek, is the daring in delivering vengeance and justice,
ending0106f_in0209live_sub line Text04	and the joy of finding a soulmate by chance on the trip.
ending0106f_in0209live_sub line Text05	The Xia Pavilion, is different,
ending0106f_in0209live_sub line Text06	The Masters, wish that we would give more value to our martial art,
ending0106f_in0209live_sub line Text07	The disciples, search their own standard in the world during their study in the Pavilion.
ending0106f_in0209live_sub line Text08	They would not turn back,when they seek their ideals, and devote themselves in their ideology, 
ending0106f_in0209live_sub line Text09	yet, they usually did not expect, what they would lose, on these dehumanizing paths.
ending0106f_in0209live_sub line Text10	Or, they already knew, but decided to leave it all behind to achieve their aim, no matter the cost...
ending0106f_in0209live_sub line Text11	No, Xia, should not be like this.
ending0106f_in0209live_sub line Text12	When ideologies, become a blade that tears through bonds, you already have an answer in your heart:
ending0106f_in0209live_sub line Text13	Even if it would deny what people believe in, you will stop this blade at all cost,
ending0106f_in0209live_sub line Text14	After that, you will gather everyone's strength, take care of eachother, and defend eachother from the evil of the world.
ending0106f_in0209live_sub line Text15	No mountain would refuse dust to build its height, an ocean gathers every stream to make it wide,
ending0106f_in0209live_sub line Text16	You would drink together by the Poyang Lake, share one boat in tides and rain.
ending0106f_in0209live_sub line Text17	No matter what kind of ordeal will be ahead of you, 
ending0106f_in0209live_sub line Text18	you will be helping eachother, and facing together.
ending0106f_in0209live_sub line Text19	This is the Xia Pavilion.
ending0106f_in0209live_sub line2 Text21 (1)	Path of WuXia
ending0106f_in0209live_sub line2 Text21 (2)	Path of WuXia
ending0106f_in0209live_sub line2 Text21 (3)	Path of WuXia
ending0106f_in0209live_sub line2 Text20	And this is what you would defend, no matter the cost,
ending0106f_in0209live_sub line2 Text21	Path of WuXia
ending0106f_in0209live_sub line2 Text21 (4)	Path of WuXia
ending0106f_in0209live_sub line2 Text21 (5)	Path of WuXia
ending0106f_in0209live_sub line2 Text21 (6)	Path of WuXia
ending0106f_in0209live_sub line2 Text21 (7)	Path of WuXia
ending0106f_in0209live_sub line2 Text21 (8)	Path of WuXia
ending0106f_in0209live_sub line2 Text21 (9)	Path of WuXia
ending0106m_in0209dead title	Turning the tide
ending0106m_in0209dead line Text01	The belief to eliminate the evil, the ideology to save the world,
ending0106m_in0209dead line Text02	these are so remote, for most of the martial artist in this Jianghu,
ending0106m_in0209dead line Text03	In this Jianghu, what they seek, is the daring in delivering vengeance and justice,
ending0106m_in0209dead line Text04	and the joy of finding a soulmate by chance on the trip.
ending0106m_in0209dead line Text05	The Xia Pavilion, is different,
ending0106m_in0209dead line Text06	The Masters wish that we would give more value to our martial art,
ending0106m_in0209dead line Text07	The disciples, search their own standard in the world during their study in the Pavilion.
ending0106m_in0209dead line Text08	They would not turn back,when they seek their ideals, and devote themselves in their ideology, 
ending0106m_in0209dead line Text09	yet, they usually did not expect, what they would lose, on these dehumanizing paths.
ending0106m_in0209dead line Text10	Or, they already knew, but decided to leave it all behind to achieve their aim, no matter the cost...
ending0106m_in0209dead line Text11	No, Xia, should not be like this.
ending0106m_in0209dead line Text12	When ideologies, become a blade that tears through bonds, you already have an answer in your heart:
ending0106m_in0209dead line Text13	Even if it would deny what people believe in, you will stop this blade at all cost,
ending0106m_in0209dead line Text14	After that, you will gather everyone's strength, take care of eachother, and defend eachother from the evil of the world.
ending0106m_in0209dead line Text15	No mountain would refuse dust to build its height, an ocean gathers every stream to make it wide,
ending0106m_in0209dead line Text16	You would drink together by the Poyang Lake, share one boat in tides and rain.
ending0106m_in0209dead line Text17	No matter what kind of ordeal will be ahead of you, 
ending0106m_in0209dead line Text18	you will be helping eachother, and facing together.
ending0106m_in0209dead line Text19	This is the Xia Pavilion.
ending0106m_in0209dead line2 Text21 (1)	Path of WuXia
ending0106m_in0209dead line2 Text21 (2)	Path of WuXia
ending0106m_in0209dead line2 Text21 (3)	Path of WuXia
ending0106m_in0209dead line2 Text20	And this is what you would defend, no matter the cost,
ending0106m_in0209dead line2 Text21	Path of WuXia
ending0106m_in0209dead line2 Text21 (4)	Path of WuXia
ending0106m_in0209dead line2 Text21 (5)	Path of WuXia
ending0106m_in0209dead line2 Text21 (6)	Path of WuXia
ending0106m_in0209dead line2 Text21 (7)	Path of WuXia
ending0106m_in0209dead line2 Text21 (8)	Path of WuXia
ending0106m_in0209dead line2 Text21 (9)	Path of WuXia
ending0106m_in0209dead_sub line Text00	Turning the tide
ending0106m_in0209dead_sub line Text01	The belief to eliminate the evil, the ideology to save the world,
ending0106m_in0209dead_sub line Text02	these are so remote, for most of the martial artist in this Jianghu,
ending0106m_in0209dead_sub line Text03	In this Jianghu, what they seek, is the daring in delivering vengeance and justice,
ending0106m_in0209dead_sub line Text04	and the joy of finding a soulmate by chance on the trip.
ending0106m_in0209dead_sub line Text05	The Xia Pavilion, is different,
ending0106m_in0209dead_sub line Text06	The Masters, wish that we would give more value to our martial art,
ending0106m_in0209dead_sub line Text07	The disciples, search their own standard in the world during their study in the Pavilion.
ending0106m_in0209dead_sub line Text08	They would not turn back,when they seek their ideals, and devote themselves in their ideology, 
ending0106m_in0209dead_sub line Text09	yet, they usually did not expect, what they would lose, on these dehumanizing paths.
ending0106m_in0209dead_sub line Text10	Or, they already knew, but decided to leave it all behind to achieve their aim, no matter the cost...
ending0106m_in0209dead_sub line Text11	No, Xia, should not be like this.
ending0106m_in0209dead_sub line Text12	When ideologies, become a blade that tears through bonds, you already have an answer in your heart:
ending0106m_in0209dead_sub line Text13	Even if it would deny what people believe in, you will stop this blade at all cost,
ending0106m_in0209dead_sub line Text14	After that, you will gather everyone's strength, take care of eachother, and defend eachother from the evil of the world.
ending0106m_in0209dead_sub line Text15	No mountain would refuse dust to build its height, an ocean gathers every stream to make it wide,
ending0106m_in0209dead_sub line Text16	You would drink together by the Poyang Lake, share one boat in tides and rain.
ending0106m_in0209dead_sub line Text17	No matter what kind of ordeal will be ahead of you, 
ending0106m_in0209dead_sub line Text18	you will be helping eachother, and facing together.
ending0106m_in0209dead_sub line Text19	This is the Xia Pavilion.
ending0106m_in0209dead_sub line2 Text21 (1)	Path of WuXia
ending0106m_in0209dead_sub line2 Text21 (2)	Path of WuXia
ending0106m_in0209dead_sub line2 Text21 (3)	Path of WuXia
ending0106m_in0209dead_sub line2 Text20	And this is what you would defend, no matter the cost,
ending0106m_in0209dead_sub line2 Text21	Path of WuXia
ending0106m_in0209dead_sub line2 Text21 (4)	Path of WuXia
ending0106m_in0209dead_sub line2 Text21 (5)	Path of WuXia
ending0106m_in0209dead_sub line2 Text21 (6)	Path of WuXia
ending0106m_in0209dead_sub line2 Text21 (7)	Path of WuXia
ending0106m_in0209dead_sub line2 Text21 (8)	Path of WuXia
ending0106m_in0209dead_sub line2 Text21 (9)	Path of WuXia
ending0106m_in0209live title	Turning the tide
ending0106m_in0209live line Text01	The belief to eliminate the evil, the ideology to save the world,
ending0106m_in0209live line Text02	these are so remote, for most of the martial artist in this Jianghu,
ending0106m_in0209live line Text03	In this Jianghu, what they seek, is the daring in delivering vengeance and justice,
ending0106m_in0209live line Text04	and the joy of finding a soulmate by chance on the trip.
ending0106m_in0209live line Text05	The Xia Pavilion, is different,
ending0106m_in0209live line Text06	The Masters, wish that we would give more value to our martial art,
ending0106m_in0209live line Text07	The disciples, search their own standard in the world during their study in the Pavilion.
ending0106m_in0209live line Text08	They would not turn back,when they seek their ideals, and devote themselves in their ideology, 
ending0106m_in0209live line Text09	yet, they usually did not expect, what they would lose, on these dehumanizing paths.
ending0106m_in0209live line Text10	Or, they already knew, but decided to leave it all behind to achieve their aim, no matter the cost...
ending0106m_in0209live line Text11	No, Xia, should not be like this.
ending0106m_in0209live line Text12	When ideologies, become a blade that tears through bonds, you already have an answer in your heart:
ending0106m_in0209live line Text13	Even if it would deny what people believe in, you will stop this blade at all cost,
ending0106m_in0209live line Text14	After that, you will gather everyone's strength, take care of eachother, and defend eachother from the evil of the world.
ending0106m_in0209live line Text15	No mountain would refuse dust to build its height, an ocean gathers every stream to make it wide,
ending0106m_in0209live line Text16	You would drink together by the Poyang Lake, share one boat in tides and rain.
ending0106m_in0209live line Text17	No matter what kind of ordeal will be ahead of you, 
ending0106m_in0209live line Text18	you will be helping eachother, and facing together.
ending0106m_in0209live line Text19	This is the Xia Pavilion.
ending0106m_in0209live line2 Text21 (1)	Path of WuXia
ending0106m_in0209live line2 Text21 (2)	Path of WuXia
ending0106m_in0209live line2 Text21 (3)	Path of WuXia
ending0106m_in0209live line2 Text20	And this is what you would defend, no matter the cost,
ending0106m_in0209live line2 Text21	Path of WuXia
ending0106m_in0209live line2 Text21 (4)	Path of WuXia
ending0106m_in0209live line2 Text21 (5)	Path of WuXia
ending0106m_in0209live line2 Text21 (6)	Path of WuXia
ending0106m_in0209live line2 Text21 (7)	Path of WuXia
ending0106m_in0209live line2 Text21 (8)	Path of WuXia
ending0106m_in0209live line2 Text21 (9)	Path of WuXia
ending0106m_in0209live_sub line Text00	Turning the tide
ending0106m_in0209live_sub line Text01	The belief to eliminate the evil, the ideology to save the world,
ending0106m_in0209live_sub line Text02	these are so remote, for most of the martial artist in this Jianghu,
ending0106m_in0209live_sub line Text03	In this Jianghu, what they seek, is the daring in delivering vengeance and justice,
ending0106m_in0209live_sub line Text04	and the joy of finding a soulmate by chance on the trip.
ending0106m_in0209live_sub line Text05	The Xia Pavilion, is different,
ending0106m_in0209live_sub line Text06	The Masters, wish that we would give more value to our martial art,
ending0106m_in0209live_sub line Text07	The disciples, search their own standard in the world during their study in the Pavilion.
ending0106m_in0209live_sub line Text08	They would not turn back,when they seek their ideals, and devote themselves in their ideology, 
ending0106m_in0209live_sub line Text09	yet, they usually did not expect, what they would lose, on these dehumanizing paths.
ending0106m_in0209live_sub line Text10	Or, they already knew, but decided to leave it all behind to achieve their aim, no matter the cost...
ending0106m_in0209live_sub line Text11	No, Xia, should not be like this.
ending0106m_in0209live_sub line Text12	When ideologies, become a blade that tears through bonds, you already have an answer in your heart:
ending0106m_in0209live_sub line Text13	Even if it would deny what people believe in, you will stop this blade at all cost,
ending0106m_in0209live_sub line Text14	After that, you will gather everyone's strength, take care of eachother, and defend eachother from the evil of the world.
ending0106m_in0209live_sub line Text15	No mountain would refuse dust to build its height, an ocean gathers every stream to make it wide,
ending0106m_in0209live_sub line Text16	You would drink together by the Poyang Lake, share one boat in tides and rain.
ending0106m_in0209live_sub line Text17	No matter what kind of ordeal will be ahead of you, 
ending0106m_in0209live_sub line Text18	you will be helping eachother, and facing together.
ending0106m_in0209live_sub line Text19	This is the Xia Pavilion.
ending0106m_in0209live_sub line2 Text21 (1)	Path of Xia
ending0106m_in0209live_sub line2 Text21 (2)	Path of Xia
ending0106m_in0209live_sub line2 Text21 (3)	Path of Xia
ending0106m_in0209live_sub line2 Text20	And this is what you would defend, no matter the cost,
ending0106m_in0209live_sub line2 Text21	Path of Xia
ending0106m_in0209live_sub line2 Text21 (4)	Path of Xia
ending0106m_in0209live_sub line2 Text21 (5)	Path of Xia
ending0106m_in0209live_sub line2 Text21 (6)	Path of Xia
ending0106m_in0209live_sub line2 Text21 (7)	Path of Xia
ending0106m_in0209live_sub line2 Text21 (8)	Path of Xia
ending0106m_in0209live_sub line2 Text21 (9)	Path of Xia
ending0201_m title	A pair of scarlet swallow 
ending0201_m line Text01	When you first met at the automaton factory fate tied the two of you together.
ending0201_m line Text02	You entered the Pavilion together, passed the spring exam together,
ending0201_m line Text03	tasted all aspects of the world, and the danger of the Jianghu together.
ending0201_m line Text04	When she realized...  an unrealistic ideology can not save anyone,
ending0201_m line Text05	she left the past self behind, embraced reality and cruelty,
ending0201_m line Text06	and you stayed with her and promised to share her burden.
ending0201_m line Text07	If one day, she was worn out and betrayed,
ending0201_m line Text08	there would still be a chest she can lean and cry on.
ending0201_m line Text09	Before leaving the Xia Pavilion you came to the purple cherry tree at the Flower Terrace,
ending0201_m line Text10	a thousand thoughts passing through your heart
ending0201_m line Text11	a pair of scarlet swallows flying beneath the crimson setting sun.
ending0201_m line Text12	No matter where the path beneath takes you,
ending0201_m line Text13	You resolved to help eachother and ventured forth together.
ending0202_m title	Towards the Sunrise
ending0202_m line Text01	Since entering the Pavilion, all that she carried with her,
ending0202_m line Text02	was something intangible and unknowable.
ending0202_m line Text03	The decline of the Zhong family didn't happen overnight, nor it would have been easy to reverse by one person.
ending0202_m line Text04	Even at the start of your journey, with your ignorance of Jianghu, you knew there was a weight on her shoulders.
ending0202_m line Text05	The changes of wulin, the coming enemies, sorrows, and truths...
ending0202_m line Text06	All of of them struck her beliefs, ate at her spirit.
ending0202_m line Text07	Even so, you have never seen the spark in those eyes dim.
ending0202_m line Text08_1	Those shoulders standing before the waves of the Sun Moon Villa.
ending0202_m line Text08	Their own strength, is it enough to hold up this sinking ship?
ending0202_m line Text09	"No, she isn't alone"
ending0202_m line Text10	"No, I'm not alone"
ending0202_m line Text11	When you speak what's in your heart, there was connection. You look into eachothers eyes and smile.
ending0202_m line Text12	Under the purple cherry tree, you lean on eachother, looking towards the infinite sea of flowers,
ending0202_m line Text13	no matter how difficult the road ahead is, or what challenges lay before you...
ending0202_m line Text14	You will walk together, supporting eachother,
ending0202_m line Text15	believing until the end.
ending0203_m title	Flying together
ending0203_m line Text00	
ending0203_m line Text01	The scene of the welcoming banquet is still fresh in your mind, that smile, as welcoming as it was, you didn't think much more of it.
ending0203_m line Text02	But then, the winds of change came, you walked by her side,
ending0203_m line Text03	She became your shield, and you became her protector.
ending0203_m line Text04	You've seen her anger because you were poisoned, you've seen her pride when teaching.
ending0203_m line Text05	You've seen her guilt from killing, her frustration when she was confused.
ending0203_m line Text06	And only you've seen, when you said you would carry everything with her, her tearful and shy smile.
ending0203_m line Text07	You tie the wooden sword with thered tassel on her hip, on the Flower Terrace,
ending0203_m line Text08	You see their hair in the wind floating, as they turn and smile.
ending0203_m line Text09	The scar on their face, is proof of that decision. The sword, is the weightyou have to carry today onward.
ending0203_m line Text10	Even if infinite time was spent, if people demean and laugh about the gullibility and absurdity.
ending0203_m line Text11	You hold eachother's hands tightly,
ending0203_m line Text12	and head towards the unknown future, together.
ending0204_m title	Warming Flames, Flowing Fireflies
ending0204_m line Text00	
ending0204_m line Text01	Looking at the distant setting sun, bright as flames.
ending0204_m line Text02	Thinking about the past, bandits, assassins, corpse zombies, Blood Wolves,
ending0204_m line Text03	at first, your paths only crossed because of fighting.
ending0204_m line Text04	Ambush, poison, and challenges kept coming, but neither of you gave up the other.
ending0204_m line Text05	Just like the path of Xia, there's sadness and sorrow, but you finally accepted her.
ending0204_m line Text06	Evil, has to be stopped at the beginning.
ending0204_m line Text07	Since then, no matter where on the battlefield,
ending0204_m line Text08	That flaming light will always accompany you.
ending0204_m line Text09	You are her strongest shield, and her safest harbor.
ending0204_m line Text10	No matter where the road is, you two will hold hands and charge forward together.
ending0204_m line Text11	You smile.
ending0204_m line Text12	That distant sun, bright as flames.
ending0205_m title	Falling Cherry Blossoms in the wind.
ending0205_m line Text01	She is a Master, you were a student.
ending0205_m line Text02	...You thought, that was it.
ending0205_m line Text03	Until you slowly melted away her caution.
ending0205_m line Text04	Under that emotionless mask, that disciplined sword,
ending0205_m line Text05	is a tender heart.
ending0205_m line Text06	You, were her reason for taking off the mask.
ending0205_m line Text07	To drop the act, drop the stubborness, drop the wall between her and the world.
ending0205_m line Text08	You, on the Path of Xia, she is not alone.
ending0205_m line Text09	The path ahead, together.
ending0205_m line Text10	
ending0205_m line Text11	Standing under the purple cherry tree, waiting with her mask,
ending0205_m line Text12	it can't hide the redness on her neck.
ending0205_m line Text13	You gently take off the mask, and look into her eyes, asking
ending0205_m line Text14	"The road is long, would Master allow me to be your bodyguard?"
ending0205_m line Text15	A slight nod, the flowers floating in the wind reflect in your eyes, landing on her heart.
ending0206_f title	Ten miles of flying petals
ending0206_f line Text01	The shore of Poyang Lake, is where you first met.
ending0206_f line Text02	He is also the first swordsman you met when you enter the Jianghu,
ending0206_f line Text03	Martial art and wine is two of his favorites, just like a Xia decribed in the WuXia novels.
ending0206_f line Text04	His boldness and daring always inspired the people around him,
ending0206_f line Text05	but only you know, behind his outgoing appearance, there's a calm and soft heart.
ending0206_f line Text06	
ending0206_f line Text07	How would a swordsman that doesn't kill deliver justice in this Jianghu? He's yet to have an answer.
ending0206_f line Text08	But he knows, so long as you can walk this benevelent path of Xia with him,
ending0206_f line Text09	he is confident that he would find the answer along with you...
ending0206_f line Text10	"If I can put that down, we can start over now."
ending0206_f line Text11	You repeat this to yourself, under the purple cherry tree at the Flower Terrance.
ending0206_f line Text12	
ending0206_f line Text13	In the purple cherry petals dancing in the wind, and wide open scenery at the sunsetting Flower Terrance,
ending0206_f line Text14	He invited you to travel with him, to the remote, vast and beautiful places in the Jianghu,
ending0206_f line Text15	you smiled and agreed.
ending0206_f line Text16	But you all know, even the most beautiful, most vast scenery in the entire Jianghu,
ending0206_f line Text17	can never be compared to this place,
ending0206_f line Text18	the place where you two be acquaintant, and connect heart-to-heart...
ending0207_f title	Sharing joys and sorrows
ending0207_f line Text01	The difference in physique you two born with, created the rivary when he met you for the first time,
ending0207_f line Text02	but again and again, he always fell behind in the competition with you.
ending0207_f line Text03	You have thought you two would never be close because of this,
ending0207_f line Text04	but now, you know this deeply:
ending0207_f line Text05	He keeps distance with you, because he doesn't want to lose the friendship he cherishes , again.
ending0207_f line Text06	
ending0207_f line Text07	In these years, sometime you compete, sometime you cooperate, and being through a lot of troubles,
ending0207_f line Text08	unwittingly, you two became unseperatable.
ending0207_f line Text09	You know that, there is a burning heart, beneath his ice cold appearance,
ending0207_f line Text10	and only you can understand, the heaviness of the burden on his shoulder.
ending0207_f line Text11	
ending0207_f line Text12	To stop the reoccurance of tragedies, he is on a crusade named "Homecoming",
ending0207_f line Text13	even though you can see the end of this path, but no one knew how long will it take...
ending0207_f line Text14	"Don't you regret?" You asked, lightly, and he only responded with a sneer,
ending0207_f line Text15	"I won't allow you to regret."
ending0207_f line Text16	You stop talking when you hear the response and stare into the distance.
ending0207_f line Text17	But you hold his hand tight, and this is your answer...
ending0208_f title	Setting sun, ceasing rain
ending0208_f line Text01	The setting sun is shinning on the purple cherry tree,
ending0208_f line Text02	and the zither melody he plays for you goes on and on.
ending0208_f line Text03	However, you hear his unspeakable grief when the melody arrive a sad part of the music sheet.
ending0208_f line Text04	You open an umbrella, shelter him from the falling drizzle,
ending0208_f line Text05	and he smiles, the sad melody now turns cheerful.
ending0208_f line Text06	
ending0208_f line Text07	You hold the umbrella for him, and he plays the zither for you,
ending0208_f line Text08	No words is exchanged, but you two know it in your hearts...
ending0208_f line Text09	What else in this world is more worthy of pursueing than this?
ending0208_f line Text10	The unrest in the Jianghu never cease, yet neither should you forget,
ending0208_f line Text11	how people learn to know, to trust eachother through their barriers.
ending0208_f line Text12	
ending0208_f line Text13	The zither melody ends, so as the drizzle.
ending0208_f line Text14	As the sun set, the sky fills with afterglow.
ending0208_f line Text15	"Let's go", he speaks to you lightly.
ending0208_f line Text16	But he can't help staring at the afterglow with you.
ending0208_f line Text17	"Let's stay here a bit longer", you say. And he knows what you mean.
ending0208_f line Text18	He, too, doesn't want this rare calm time to end this early...
ending0209_f title	Intertwined rock and pine
ending0209_f line Text01	The thing you know the most since entering the Pavilion,
ending0209_f line Text02	is his silhouette.
ending0209_f line Text03	No matter what danger lies ahead, he always covers you with his wide body.
ending0209_f line Text04	Like pines and rocks, unshaken, unrelenting.
ending0209_f line Text05	
ending0209_f line Text06	...You thought so in the beginning.
ending0209_f line Text07	Until that incident, you started to realize,
ending0209_f line Text08	The path of Xia that he protects is simple, yet difficult.
ending0209_f line Text09	Keeping everyone safe in this disturbing time is such an extravagent hope.
ending0209_f line Text10	So you chose to walk forward, sharing the burden with him.
ending0209_f line Text11	He will defend his belief,
ending0209_f line Text12	
ending0209_f line Text13	and you,
ending0209_f line Text14	will defend him.
ending0209_f line Text15	The path ahead is full of rain and blades,
ending0209_f line Text16	but you are fearless, because you know,
ending0209_f line Text17	you will it face together.
ending0210_m title	Swallow returns, as petals fall
ending0210_m line Text01	She had made up her mind to ditch everything.
ending0210_m line Text02	The reality was too cruel for her.
ending0210_m line Text03	And because of this, cruelty became the only path she could see.
ending0210_m line Text04	The oath to share the burden cannot stop her obsession to protect,
ending0210_m line Text05	made her inch closer to the abyss of arbitrary.
ending0210_m line Text06	Until, your preservance and affection, 
ending0210_m line Text07	like starlight, relit the path she thought was extravagent.
ending0210_m line Text08	understanding each other, preserving the difference while seeking a common ground.
ending0210_m line Text09	She can finally put down the fear and obsession she had since the Mt. Heng incident.
ending0210_m line Text10	She sheds tears of guilt,
ending0210_m line Text11	in the past, she had lost faith in others,
ending0210_m line Text12	so she wanted to take everything on herself.
ending0210_m line Text13	From now on, she has to believe in those she doesnt' want to lose, so everyone can work together,
ending0210_m line Text14	and bring a better future to the world.
ending0210_m line Text15	Your foreheads touches, you comfort her in a low voice, but your heart fills with joy.
ending0210_m line Text16	The purple petals fall with the wind, the lone scarlet swallow that flew away, found its rest again.
ending0211_m title	Blossom under setting sun
ending0211_m line Text01	Since entering the Pavilion, all that she carried with her, was something intangible and unknowable.
ending0211_m line Text02	The decline of the Zhong family didn't happen overnight, nor would it be easy to reverse by one person.
ending0211_m line Text03	Even at the start of your journey, with your ignorance of Jianghu, you knew there was a weight on her shoulders.
ending0211_m line Text04	The changes of Wulin, the coming enemies, sorrows, and truths...
ending0211_m line Text05	All of of them struck her beliefs, ate at her spirit.
ending0211_m line Text06	Even so, you have never seen the spark in those eyes dim.
ending0211_m line Text07	Those shoulders standing before the waves of the Sun Moon Villa.
ending0211_m line Text08_1	Their own strength, is it enough to hold up this sinking ship?
ending0211_m line Text08	"If I have you by my side, how come this is impossible?"
ending0211_m line Text09	The girl speaks softly, as hold each other closely.
ending0211_m line Text10	You overlook the Pavilion in the mountain... this is the place where the two of you met eachother, experienced hardship, yet protected it together.
ending0211_m line Text11	In her eyes, you back view just like the rising sun, shinning down the path ahead.
ending0211_m line Text12	She made up her as her watching you.
ending0211_m line Text13	No matter what challenges and difficulties lie ahead...
ending0211_m line Text14	you will help eachothers to walk forth,
ending0211_m line Text15	and believe, the dawn will come eventurally.
ending0212_m title	Flight to the Horizon
ending0212_m line Text00	
ending0212_m line Text01	The scene of the welcoming banquet is still fresh in your mind, that smile, as welcoming as it was, you didn't think much more of it.
ending0212_m line Text02	But then, the winds of change came, you walked by her side. She became your shield, and you became her protector.
ending0212_m line Text03	You've seen her anger because you were poisoned, you've seen her pride when teaching.
ending0212_m line Text04	You've seen her guilt from killing, her frustration when she was confused.
ending0212_m line Text05	And only you've seen, when you said you would carry everything with her, her tearful and shy smile.
ending0212_m line Text06	You tie the wooden sword with thered tassel on her hip, on the Flower Terrace,
ending0212_m line Text07	"I believe...as long as you are there, no matter what kind of situation, you will find a new way."
ending0212_m line Text08	And because you proven with your own hands, no matter what, there is always an unchanging friendship
ending0212_m line Text09	And she finally believed, that between her and the girl, and her own stubborness, maybe there will be a new path someday.
ending0212_m line Text10	The scar on their face, is proof of that decision. The sword, is the weightyou have to carry today onward.
ending0212_m line Text11	Even if infinite time was spent, if people demean and laugh about the gullibility and absurdity.
ending0212_m line Text12	You hold eachother's hands tightly, and walk forward together.
ending0213_m title	Dancing Flames, Entwined Warmth
ending0213_m line Text00	
ending0213_m line Text01	Looking at the distant setting sun, bright as flames.
ending0213_m line Text02	Thinking about the past, bandits, assassins, corpse zombies, Blood Wolves,
ending0213_m line Text03	at first, your paths only crossed because of fighting.
ending0213_m line Text04	Ambush, Poison, Challenges kept coming, but neither of you gave up the other.
ending0213_m line Text05	Until your paths diverged before you,
ending0213_m line Text06	You still stood before her using your confidence and strength to forge a new path.
ending0213_m line Text07	Maybe it's a narrow, or winding, or dirty, or uneven.
ending0213_m line Text08	But as long as you walk together, the path will become easier.
ending0213_m line Text09	And so, you look to her, as she swings her spear lightly, creating a red cloud to respond to your hopes.
ending0213_m line Text10	Today onward, no matter where,
ending0213_m line Text11	Beside you, you will always have this undying bright flame.
ending0213_m line Text12	Holding hands fearlessly forward.
ending0213_m line Text13	You smile.
ending0213_m line Text14	Looking at the distant setting sun, bright as flames.
ending0215_f title	The Sword from the heart
ending0215_f line Text01	Next to Lake Poyang, where you first met.
ending0215_f line Text02	He was also the first swordsman you met in Jianghu.
ending0215_f line Text03	His love for martial arts, his passion for drinking, he was a real life storybook character.
ending0215_f line Text04	His unrestrained and straightforwardness always affected those around him.
ending0215_f line Text05	But only you know, that underneath it all, there is a warm and calming heart.
ending0215_f line Text06	
ending0215_f line Text07	A swordsman who doesn't kill. How do they walk in Jianghu and mete justice? He doesn't have an answer.
ending0215_f line Text08	But he knows, as long as you are with him and walking this unknown path,
ending0215_f line Text09	He has the confidence you can both find the answer.
ending0215_f line Text10	"If we can understand eachother, we can keep going."
ending0215_f line Text11	Under the tree of the terrace, you repeat this to yourself.
ending0215_f line Text12	
ending0215_f line Text13	You watch the falling purple flowers together towards the open horizon.
ending0215_f line Text14	He invites you to come with him to the farthest, widest, and most beautiful places in Jianghu.
ending0215_f line Text15	You smile and accept.
ending0215_f line Text16	But you both understand, even the most beautiful places in Jianghu
ending0215_f line Text17	will never compare to here.
ending0215_f line Text18	The place where you shared your hearts with eachother...
ending0216_f title	Joy and Sorrow
ending0216_f line Text01	"To accomplish the most difficult task, you have to become the strongest."
ending0216_f line Text02	This is the belief he has carried his entire life, why he does what he does.
ending0216_f line Text03	Even if he never really defeated you he understands that compared to beating you,
ending0216_f line Text04	He'd rather have a respectable opponent to cherish for life...
ending0216_f line Text05	
ending0216_f line Text06	Since you stepped into the wulin, he used his poison to kill evildoers, and used that same poison to cure people.
ending0216_f line Text07	But all the noteriety to you two means nothing.
ending0216_f line Text08	Because only you both understand that what really matters is what you do.
ending0216_f line Text09	And what you both have done, you are unashamed on your path of Xia.
ending0216_f line Text10	
ending0216_f line Text11	To stop tragedy from striking again you walked on the path of "Returning Home".
ending0216_f line Text12	You can see the end of this path, but no one knows how far or difficult it will be...
ending0216_f line Text13	"You don't have any regrets?"
ending0216_f line Text14	"Are you having regrets?"
ending0216_f line Text15	You hear what he says, but you just look ahead in silence.
ending0216_f line Text16	You hold eachother's hands. This is your answer...
ending0218_f title	The Pine and Pagoda Tree
ending0218_f line Text000	
ending0218_f line Text01	Since coming to the Pavilion,
ending0218_f line Text02	You are familiar with his silhouette
ending0218_f line Text03	No matter what dangers were ahead, he always protected you under his broad shadow.
ending0218_f line Text04	LIke a solid tree, sturdy stone, immovable, indestructible.
ending0218_f line Text05	...Or so you thought.
ending0218_f line Text06	It wasn't until it happened did you find out.
ending0218_f line Text07	His path of Xia is simple, but it is not easy at all.
ending0218_f line Text08	Protecting everyone in such chaotic times, what an extravagant dream.
